Epoch	AverageEpisode_Reward	StdEpisode_Reward	MaxEpisode_Reward	MinEpisode_Reward	Episode_Length	AverageValue_Estimate	StdValue_Estimate	MaxValue_Estimate	MinValue_Estimate	Total_Interaction	Loss_Policy	Loss_Value	Delta_Loss_Policy	Delta_Loss_Value	Entropy	KL_Divergence	Clip_Fraction	Early_Stop_Iter	Time
11	241.75	80371.0	366.0	123.0	241.75	51.07147265625	1150.9563	52.855118	49.19967	48000	-5.0783157234945975e-08	826.5996704101562	-0.004905944690108299	-116.55731201171875	0.6006584763526917	0.003248455934226513	0.008500000461935997	79.0	127.5072090625763
12	236.5625	68821.94	327.0	103.0	236.5625	56.1520859375	14214.41	60.811203	50.01011	52000	2.1219253909521285e-08	727.5601806640625	-0.004032772034406662	-52.199951171875	0.6001795530319214	0.0020391482394188643	0.005249999929219484	79.0	137.44673347473145
13	365.7	273504.1	628.0	161.0	365.7	60.29925	958.61127	61.635094	58.868492	56000	-3.767013723177115e-08	905.7762451171875	-0.0038029043935239315	-170.39398193359375	0.5895014405250549	0.0023980436380952597	0.008999999612569809	79.0	147.0976219177246
14	483.25	403729.5	815.0	117.0	483.25	67.3711875	840.2591	68.65286	65.81099	60000	-1.1444091896350983e-08	795.1498413085938	-0.004476939328014851	-128.584228515625	0.5918608903884888	0.004683947656303644	0.02449999935925007	79.0	157.16406440734863
15	265.2	49867.605	400.0	170.0	265.2	73.7753203125	1225.0165	75.61757	72.03315	64000	-5.2452087118126656e-09	672.446533203125	-0.00412161136046052	-4.80096435546875	0.5825638175010681	0.005153848323971033	0.02250000089406967	79.0	167.50090336799622
16	532.4285714285714	203541.72	763.0	281.0	532.4285714285714	74.6838125	5057.387	77.45616	71.258545	68000	9.23872001123982e-09	620.0264282226562	-0.0046784523874521255	-45.39654541015625	0.5805070400238037	0.002917476696893573	0.016249999403953552	79.0	178.14488410949707
17	484.625	132655.88	712.0	340.0	484.625	78.4146171875	262.4553	79.31468	77.62408	72000	-6.9141385949933465e-09	596.9520263671875	-0.003582247532904148	-2.58636474609375	0.5815715789794922	0.0016311219660565257	0.010250000283122063	79.0	188.2844455242157
18	443.22222222222223	396145.56	764.0	130.0	443.22222222222223	79.56496875	350.03482	80.3866	78.43157	76000	7.092952891696314e-09	656.240478515625	-0.005624604411423206	-0.3104248046875	0.563068151473999	0.007803015876561403	0.03824999928474426	79.0	197.99217438697815
19	467.8	115786.8	693.0	301.0	467.8	79.23	96.874306	79.625565	78.61066	80000	3.069639209485331e-09	511.35736083984375	-0.0025622027460485697	-44.414459228515625	0.5643739104270935	0.004935781005769968	0.02449999935925007	79.0	207.63630151748657
20	277.0	138600.0	453.0	144.0	277.0	83.403796875	558.5665	84.43533	82.49136	84000	8.463859835217136e-09	926.4110107421875	-0.0013404609635472298	-180.3524169921875	0.5669305324554443	0.0038174812216311693	0.030500000342726707	79.0	217.51983857154846
21	221.61111111111111	104412.27	434.0	115.0	221.61111111111111	73.1002578125	126362.58	81.35608	50.49308	88000	5.543232095561734e-09	842.7741088867188	-0.004896010272204876	-110.49853515625	0.568423330783844	0.005290566012263298	0.02500000037252903	79.0	227.6036479473114
22	238.0	460608.0	847.0	60.0	238.0	68.41425	94714.65	76.53443	48.322636	92000	7.3909758313561724e-09	779.733642578125	-0.0033259508199989796	-22.98876953125	0.5717785358428955	0.0058430153876543045	0.03175000101327896	79.0	238.36213517189026
23	299.15384615384613	320021.72	732.0	158.0	299.15384615384613	69.3067890625	7048.735	72.4625	64.06897	96000	1.2636184543168838e-08	707.6825561523438	-0.0032486245036125183	-1.2454833984375	0.567452073097229	0.004329864867031574	0.02850000001490116	79.0	248.77433276176453
24	433.3333333333333	425372.0	840.0	170.0	433.3333333333333	69.5842421875	8055.0303	73.109184	63.704456	100000	-2.3603439203156995e-08	725.44189453125	-0.0019205850549042225	-63.11968994140625	0.5773692727088928	0.004407563712447882	0.019750000908970833	79.0	258.45168375968933
25	372.22222222222223	96547.555	496.0	194.0	372.22222222222223	74.371765625	7117.457	77.35193	67.75061	104000	1.1444091896350983e-08	641.3641357421875	-0.0022264071740210056	-11.43524169921875	0.5754134654998779	0.005154198966920376	0.03125	79.0	268.449848651886
26	272.85714285714283	203763.73	610.0	137.0	272.85714285714283	77.0493359375	4002.1406	79.718315	72.24801	108000	6.258487506016763e-09	779.8820190429688	-0.0025395473930984735	-65.7274169921875	0.5680490136146545	0.004760969430208206	0.02824999950826168	79.0	278.34698152542114
27	424.77777777777777	304823.53	829.0	182.0	424.77777777777777	71.097171875	10969.251	75.25975	63.906864	112000	-4.410743770222325e-09	685.1558837890625	-0.008028097450733185	-46.33038330078125	0.5703185796737671	0.0035875635221600533	0.021250000223517418	79.0	288.62734365463257
28	396.9	283362.9	798.0	213.0	396.9	75.606265625	1991.7311	77.47675	73.02215	116000	4.649162388403738e-09	660.2827758789062	-0.003821002785116434	-0.563720703125	0.5751671195030212	0.006603022571653128	0.04500000178813934	79.0	301.90999245643616
29	231.52941176470588	191698.23	547.0	130.0	231.52941176470588	76.20034375	505.53796	77.35164	75.093376	120000	-6.675720420901143e-09	871.9017944335938	-0.002476520137861371	-137.77960205078125	0.5726718902587891	0.003598353825509548	0.020500000566244125	79.0	316.2787551879883
30	362.6363636363636	281750.53	761.0	214.0	362.6363636363636	67.574046875	28553.09	74.4857	54.52326	124000	-7.867813067718998e-09	731.8281860351562	-0.0038106415886431932	-47.3726806640625	0.5710878968238831	0.008044037967920303	0.060750000178813934	79.0	327.3030879497528
31	329.22222222222223	234301.56	584.0	143.0	329.22222222222223	72.331	1753.044	74.29071	70.30452	128000	-2.9802322831784522e-09	701.0528564453125	-0.004221820738166571	-36.8414306640625	0.5658037066459656	0.004368667025119066	0.024250000715255737	79.0	337.51122283935547
32	455.125	171200.88	682.0	249.0	455.125	76.3535078125	638.252	77.57695	75.079704	132000	-2.4437905032925755e-09	609.7386474609375	-0.002957693999633193	-12.43511962890625	0.5649555325508118	0.0032147029414772987	0.017500000074505806	79.0	347.32458543777466
33	729.0	7938.0	792.0	666.0	729.0	78.756859375	530.8308	79.69247	77.570854	136000	2.2530555199296032e-08	437.8346252441406	-0.003370627760887146	-183.08016967773438	0.567968487739563	0.004082116298377514	0.04650000110268593	79.0	357.54034876823425
34	574.0	176568.0	924.0	399.0	574.0	87.6185	1924.1235	89.19538	85.180275	140000	1.1682510070443186e-08	455.97760009765625	-0.006481667049229145	-0.079315185546875	0.5740614533424377	0.003954438492655754	0.020999999716877937	79.0	367.7769558429718
35	572.0	58550.0	767.0	447.0	572.0	87.695296875	3271.3718	89.62483	85.60299	144000	-9.536743617033494e-10	323.7892150878906	-0.0034696965012699366	-14.16583251953125	0.5785955786705017	0.002834651619195938	0.01899999938905239	79.0	377.99733996391296
36	432.0	0.0	432.0	432.0	432.0	90.2038828125	965.8528	91.3028	88.886375	148000	-2.0265579436795633e-08	157.51417541503906	-0.002395681804046035	-35.568092346191406	0.5706474184989929	0.00445849634706974	0.026000000536441803	79.0	387.787230014801
37	429.0	5618.0	482.0	376.0	429.0	93.6573671875	1146.025	94.76798	91.74396	152000	-2.3841859042583735e-10	219.17791748046875	-0.003710715565830469	-0.852935791015625	0.5779576301574707	0.00488188024610281	0.09025000035762787	79.0	397.39208459854126
38	609.3333333333334	153988.67	911.0	365.0	609.3333333333334	94.18075	501.73846	94.87186	93.24728	156000	-1.19209286886246e-09	314.1770935058594	-0.004807175137102604	-3.382232666015625	0.577794075012207	0.0006324332789517939	0.010499999858438969	79.0	406.9308145046234
39	537.6	96219.2	781.0	353.0	537.6	92.545984375	1790.1617	93.76204	90.68544	160000	2.8610229740877458e-09	484.66510009765625	-0.003299806034192443	-23.733978271484375	0.5819451808929443	0.006826045457273722	0.030500000342726707	79.0	416.85856556892395
40	753.0	0.0	753.0	753.0	753.0	90.158046875	5384.873	91.89724	85.006226	164000	5.7220459481754915e-09	159.09890747070312	-0.0035637065302580595	-38.90998840332031	0.5619491338729858	0.005061410833150148	0.05550000071525574	79.0	427.4690182209015
41	558.4	212021.2	854.0	274.0	558.4	96.0601953125	1839.9216	97.52648	94.71732	168000	1.275539407430415e-08	534.2557983398438	-0.0011843318352475762	-67.5601806640625	0.5865028500556946	0.0028078157920390368	0.02449999935925007	79.0	437.34462547302246
42	386.6666666666667	299364.66	833.0	147.0	386.6666666666667	89.5238984375	1774.5411	91.39501	87.654274	172000	2.145767119543507e-09	322.06134033203125	-0.0061605521477758884	-10.181671142578125	0.5776345133781433	0.006547171622514725	0.04075000062584877	79.0	447.0679907798767
43	461.5	45089.5	558.0	307.0	461.5	91.997546875	139.55768	92.503845	91.33296	176000	1.639127722441458e-09	563.8866577148438	-0.003239305457100272	-44.17462158203125	0.5779203176498413	0.004885081201791763	0.022749999538064003	79.0	457.0024538040161
44	580.6	321305.2	810.0	129.0	580.6	87.0190234375	1119.5414	88.535736	85.28607	180000	7.1525572131747595e-09	462.4510803222656	-0.005122280679643154	-0.72247314453125	0.5737828016281128	0.0022865424398332834	0.010250000283122063	79.0	467.06474256515503
45	668.6	93229.2	889.0	479.0	668.6	87.511984375	513.4725	88.45609	86.227356	184000	9.775162013170302e-09	457.7687683105469	-0.004663324914872646	-0.063720703125	0.5847461819648743	0.0055472357198596	0.03974999859929085	79.0	477.0094828605652
46	979.0	0.0	979.0	979.0	979.0	87.6691171875	245.11418	88.33964	86.846146	188000	-7.3909758313561724e-09	196.36146545410156	-0.0026683518663048744	-72.4229507446289	0.5731889009475708	0.0020648648496717215	0.00925000011920929	79.0	486.59408926963806
47	221.5	12960.5	302.0	141.0	221.5	93.9841875	535.3815	95.15707	92.85579	192000	3.6954879156780862e-09	218.9505615234375	-0.002935935975983739	-1.4618682861328125	0.5751031041145325	0.001284350291825831	0.0044999998062849045	79.0	496.20073556900024
48	370.0	25538.0	483.0	257.0	370.0	95.396609375	737.9317	96.610405	94.44864	196000	-1.8000601897938395e-08	220.08926391601562	-0.001958586974069476	-0.4452667236328125	0.5897572040557861	0.002532954327762127	0.002749999985098839	79.0	505.78310775756836
49	433.1111111111111	338830.88	759.0	198.0	433.1111111111111	95.010046875	557.8862	95.938354	94.3378	200000	1.99079508433897e-08	915.2898559570312	-0.002171876607462764	-250.57080078125	0.584456741809845	0.0026812220457941294	0.013000000268220901	79.0	515.3940103054047
