Epoch	AverageEpisode_Reward	StdEpisode_Reward	MaxEpisode_Reward	MinEpisode_Reward	Episode_Len	AverageTest_Episode_Reward	StdTest_Episode_Reward	MaxTest_Episode_Reward	MinTest_Episode_Reward	Test_Episode_Forward_Reward	Test_Episode_Ctrl_Cost	Test_Episode_Len	Total_Interactions	AverageAction_Value	StdAction_Value	MaxAction_Value	MinAction_Value	Actor_Loss	Critic_Loss	Time
1	-313.3317565917969	24504.684	-190.86105	-398.65707	1000.0	-560.576025390625	48.405087	-558.4884	-566.55286	1.2709773063659668	-561.847021484375	1000.0	4000	0.42531190104166666	114770.17	1.0	-0.9998655	-0.8538671875	0.1742105712890625	29.63503098487854
2	-213.026611328125	11973.703	-146.25105	-298.17334	1000.0	-473.736865234375	926.6473	-453.41214	-488.66888	-132.47935791015624	-341.257470703125	1000.0	8000	0.50376828125	132797.97	1.0	-1.0	-0.895533935546875	0.1378206329345703	66.66054344177246
3	-250.17941284179688	32982.58	-107.046524	-358.4539	1000.0	-549.979296875	4263.3584	-503.68375	-581.5432	-246.381640625	-303.5976806640625	1000.0	12000	0.4681653125	148236.03	1.0	-1.0	-0.8341062622070312	0.141931396484375	103.67265748977661
4	3.8205642700195312	19887.656	115.263145	-78.855064	1000.0	124.08267822265626	1244.0957	149.73627	107.19379	378.18994140625	-254.1072265625	1000.0	16000	0.39053046875	161253.27	1.0	-1.0	-0.682336181640625	0.13752745056152343	146.48935079574585
5	66.61311340332031	1216.9631	80.02512	36.97933	1000.0	107.00167236328124	288.94418	115.97659	98.33766	362.1304443359375	-255.128759765625	1000.0	20000	0.552260234375	123777.62	1.0	-1.0	-0.8042830810546875	0.10697100830078125	190.54502201080322
6	90.58171844482422	1175.9479	105.17149	62.94467	1000.0	93.60217895507813	65.50581	98.3891	89.47399	309.9984375	-216.396240234375	1000.0	24000	0.6465458203125	104770.53	1.0	-1.0	-0.85883203125	0.09141636657714844	230.83162569999695
7	60.2830810546875	144.4963	68.94091	52.33467	1000.0	16.817845153808594	81620.16	79.59276	-124.19099	189.69671630859375	-172.87886962890624	1000.0	28000	0.697246875	93548.984	1.0	-1.0	-0.8816504516601562	0.07924629211425781	273.2517600059509
8	61.43003845214844	12.678203	63.179073	58.961235	1000.0	45.162158203125	105172.29	122.900314	-115.8681	219.28486328125	-174.122705078125	1000.0	32000	0.733815625	83234.66	1.0	-1.0	-0.8963751220703124	0.07116624450683594	321.6322331428528
9	22.06494140625	24659.99	72.19912	-113.57813	1000.0	63.33570556640625	104393.93	136.50616	-92.90127	254.9059326171875	-191.57021484375	1000.0	36000	0.73276890625	83823.49	1.0	-1.0	-0.880343994140625	0.06640457153320313	370.6780068874359
10	18.079666137695312	27155.775	70.02738	-124.37929	1000.0	66.34987182617188	15.637916	68.925316	64.78341	250.2660888671875	-183.91619873046875	1000.0	40000	0.7175540625	95574.34	1.0	-1.0	-0.8556220703125	0.06148769378662109	413.8390643596649
11	59.69523239135742	149.5047	63.985622	49.144043	1000.0	87.7760009765625	30.075594	91.95969	86.26284	271.5531982421875	-183.77720947265624	1000.0	44000	0.7618878125	71157.984	1.0	-1.0	-0.8897330322265625	0.05840459442138672	457.3653528690338
12	70.13240051269531	374.24634	80.35341	57.190086	1000.0	105.19580078125	12.153388	106.551704	103.844246	285.154345703125	-179.95853271484376	1000.0	48000	0.777546796875	66006.31	1.0	-1.0	-0.89484423828125	0.05463740921020508	500.8877692222595
13	59.44538879394531	131.81055	66.86297	52.141502	1000.0	91.83828125	176.46303	95.614235	79.869995	273.72412109375	-181.88583984375	1000.0	52000	0.793783828125	60229.863	1.0	-1.0	-0.9031023559570313	0.05148459625244141	540.249831199646
14	57.51894760131836	408.7016	69.754845	42.458443	1000.0	86.97319946289062	66.71738	91.44649	84.1639	268.9200439453125	-181.94683837890625	1000.0	56000	0.80284484375	57391.332	1.0	-1.0	-0.9056011962890625	0.04863279724121094	575.303190946579
15	57.09739685058594	174.29004	66.26331	49.80743	1000.0	82.458544921875	12.567329	84.46402	80.889496	272.2765380859375	-189.8179931640625	1000.0	60000	0.81550171875	52942.77	1.0	-1.0	-0.9139022216796875	0.04654144287109375	613.185631275177
16	52.16320037841797	116.91588	59.036564	43.87812	1000.0	119.997216796875	4.56089	121.15267	119.016525	312.61318359375	-192.615966796875	1000.0	64000	0.822940859375	50757.094	1.0	-1.0	-0.9152896728515625	0.04653836441040039	648.4348185062408
17	55.240211486816406	92.83506	62.912663	49.985382	1000.0	44.68876953125	1772.5989	52.104424	17.105915	236.638037109375	-191.94927978515625	1000.0	68000	0.83028984375	48032.145	1.0	-1.0	-0.9168055419921874	0.044803550720214844	684.5762994289398
18	48.91402816772461	58.19881	53.958393	43.38429	1000.0	105.7908447265625	41.943047	109.229195	101.19849	290.747216796875	-184.95638427734374	1000.0	72000	0.8389634375	44787.11	1.0	-1.0	-0.9210667114257812	0.04369039535522461	722.3152675628662
19	51.295021057128906	110.004074	58.22768	44.237347	1000.0	70.393603515625	13.356756	72.20916	68.18551	252.7305908203125	-182.33697509765625	1000.0	76000	0.841806796875	43691.16	1.0	-1.0	-0.920486328125	0.04199245452880859	761.294557094574
20	48.40899658203125	24.072851	52.315487	46.244377	1000.0	52.75999755859375	6.5086446	54.57841	51.837124	238.86474609375	-186.10474853515626	1000.0	80000	0.84827671875	41639.527	1.0	-1.0	-0.9237982177734375	0.04073399353027344	801.438235282898
21	38.99738311767578	160.66895	46.19454	30.123539	1000.0	39.982879638671875	4.470232	41.107693	38.94751	222.30068359375	-182.317822265625	1000.0	84000	0.8534046875	39259.996	1.0	-1.0	-0.9263875122070313	0.039792842864990234	842.4114770889282
