Epoch	AverageEpisode_Reward	StdEpisode_Reward	MaxEpisode_Reward	MinEpisode_Reward	Episode_Length	AverageValue_Estimate	StdValue_Estimate	MaxValue_Estimate	MinValue_Estimate	Total_Interaction	Loss_Policy	Loss_Value	Delta_Loss_Policy	Delta_Loss_Value	Entropy	KL_Divergence	Clip_Fraction	Early_Stop_Iter	Time
10	227.4375	162595.94	449.0	91.0	227.4375	52.81018359375	342.4733	53.648537	51.694195	44000	-1.0132789718397817e-08	879.34375	-0.00549309141933918	-112.79986572265625	0.5990106463432312	0.0022637867368757725	0.01924999989569187	79.0	107.48044919967651
11	232.76470588235293	76559.055	389.0	139.0	232.76470588235293	58.7230625	1113.8738	60.084213	56.499607	48000	2.2172928382246937e-08	675.7401733398438	-0.005480932537466288	-11.3907470703125	0.5900918245315552	0.004039210267364979	0.016499999910593033	79.0	117.05166220664978
12	344.45454545454544	234462.72	679.0	168.0	344.45454545454544	60.698953125	1531.978	62.340355	58.398777	52000	1.7285346487483366e-08	834.9804077148438	-0.004536453168839216	-121.03900146484375	0.592252254486084	0.0036868874449282885	0.017750000581145287	79.0	126.88943910598755
13	313.75	151434.25	488.0	100.0	313.75	67.2495234375	4097.2637	70.10968	64.20423	56000	-9.894370656127194e-09	702.9383544921875	-0.005340768489986658	-17.37933349609375	0.5917922854423523	0.0036155395209789276	0.026000000536441803	79.0	136.44616198539734
14	226.8235294117647	199680.47	466.0	69.0	226.8235294117647	68.87534375	13341.957	73.8839	62.03907	60000	-1.0490417423625331e-08	749.4895629882812	-0.0028905444778501987	-19.19915771484375	0.5916380286216736	0.002188179176300764	0.0062500000931322575	79.0	146.08329033851624
15	343.4	548932.4	962.0	149.0	343.4	67.009921875	2569.33	69.69991	63.111397	64000	-4.172325152040912e-09	779.9666137695312	-0.0023993239738047123	-70.72076416015625	0.5837785601615906	0.00029247248312458396	0.012249999679625034	79.0	155.67276310920715
16	286.3076923076923	169920.78	472.0	144.0	286.3076923076923	71.7219453125	2373.2134	74.65083	68.44517	68000	1.19209286886246e-09	702.3758544921875	-0.006418117322027683	-1.47320556640625	0.5721285343170166	0.002690166002139449	0.039250001311302185	79.0	165.24454188346863
17	333.25	379358.25	705.0	109.0	333.25	71.036015625	2531.8833	72.646225	67.87193	72000	3.933906533859499e-09	725.072509765625	-0.00174629595130682	-3.20074462890625	0.5804364085197449	0.004670365713536739	0.020749999210238457	79.0	174.81245613098145
18	218.875	108716.875	473.0	110.0	218.875	72.1584140625	1195.7302	73.40027	70.13805	76000	1.8835068615885575e-08	721.5548706054688	-0.004911865573376417	-71.100341796875	0.5824153423309326	0.002817993750795722	0.03125	79.0	184.40269494056702
19	345.72727272727275	479544.22	737.0	145.0	345.72727272727275	77.3727109375	2060.6594	78.97774	74.24628	80000	1.1920929521291868e-10	716.3275756835938	-0.003137863241136074	-4.42816162109375	0.5725370049476624	0.00476762093603611	0.023749999701976776	79.0	193.96512913703918
20	344.0	299688.0	802.0	165.0	344.0	76.47390625	1536.9905	78.25003	74.53485	84000	-8.523464600784791e-09	615.1246948242188	-0.00449012964963913	-33.21490478515625	0.5701921582221985	0.004485021810978651	0.036249998956918716	79.0	203.52891540527344
21	402.8888888888889	256292.89	695.0	212.0	402.8888888888889	79.732625	5798.6865	82.81785	75.80421	88000	1.6152858606233167e-08	639.375	-0.001836766954511404	-2.84466552734375	0.5644985437393188	0.0036753229796886444	0.03550000116229057	79.0	213.12453293800354
22	317.125	89874.875	471.0	156.0	317.125	79.2268828125	246.86945	80.05228	78.644806	92000	1.1324882143171067e-09	609.8108520507812	-0.0031549977138638496	-1.380615234375	0.5649952292442322	0.004201269708573818	0.022749999538064003	79.0	222.73436427116394
23	470.25	121646.75	744.0	311.0	470.25	79.876875	419.18387	80.74268	78.74104	96000	6.675720420901143e-09	468.3970031738281	-0.002796991029754281	-71.1368408203125	0.5691916346549988	0.00388602027669549	0.017750000581145287	79.0	232.8230333328247
24	548.6666666666666	300477.34	878.0	280.0	548.6666666666666	85.426015625	650.7505	86.62548	83.83366	100000	-4.291534239087014e-09	517.4700927734375	-0.0038189205806702375	-0.12103271484375	0.5646679401397705	0.0037393164820969105	0.04324999824166298	79.0	242.98614621162415
25	417.0	102056.0	622.0	224.0	417.0	85.47896875	238.81789	86.26939	84.58767	104000	6.675720420901143e-09	514.7135620117188	-0.005461964290589094	-0.3411865234375	0.5752198100090027	0.0014502028934657574	0.026249999180436134	79.0	252.62620186805725
26	467.0	207280.0	836.0	271.0	467.0	85.039359375	76.30211	85.60361	84.4083	108000	1.0490417423625331e-08	619.6942138671875	-0.003119916655123234	-20.0040283203125	0.5757287740707397	0.006027905270457268	0.03474999964237213	79.0	262.26609110832214
27	230.94117647058823	86782.945	393.0	135.0	230.94117647058823	81.054796875	5359.999	83.1416	76.91284	112000	-1.2397766369076635e-08	1005.868408203125	-0.003786624874919653	-275.86309814453125	0.5790040493011475	0.007799216080456972	0.03700000047683716	79.0	271.98130202293396
28	449.8	221652.8	759.0	156.0	449.8	71.7394453125	57691.31	77.52287	51.83031	116000	6.204843572277241e-08	706.4208374023438	-0.002256958745419979	-212.89779663085938	0.5716461539268494	0.004985820967704058	0.08775000274181366	79.0	282.19129157066345
29	231.5	81239.0	462.0	148.0	231.5	81.541953125	721.71173	82.990746	79.66588	120000	6.616115655333488e-09	805.0438232421875	-0.0019869161769747734	-60.7490234375	0.5724254250526428	0.0064448206685483456	0.02824999950826168	79.0	292.0167508125305
30	406.77777777777777	378071.56	722.0	124.0	406.77777777777777	77.624296875	7900.912	80.89549	71.84112	124000	8.583068478174027e-09	651.5870971679688	-0.003513710107654333	-1.59906005859375	0.5699316263198853	0.0029811467975378036	0.03550000116229057	79.0	302.0625820159912
31	274.2857142857143	114472.85	457.0	141.0	274.2857142857143	78.1651875	3538.8481	80.65885	75.68842	128000	-2.6822091214739885e-09	788.2901611328125	-0.0021495141554623842	-92.9222412109375	0.5734965205192566	0.0020018047653138638	0.008750000037252903	79.0	311.99146938323975
32	277.14285714285717	159685.72	583.0	145.0	277.14285714285717	71.208578125	5822.162	74.19274	66.071594	132000	-1.1980533898281465e-08	699.0429077148438	-0.002439365955069661	-8.90936279296875	0.5761234760284424	0.005643992684781551	0.028750000521540642	79.0	322.04713201522827
33	334.72727272727275	244692.19	670.0	89.0	334.72727272727275	69.8911875	4818.447	72.98297	65.524414	136000	8.583068478174027e-09	699.596435546875	-0.003899073228240013	-17.46368408203125	0.5661071538925171	0.00632615527138114	0.033250000327825546	79.0	332.3224301338196
34	255.0	99108.0	425.0	120.0	255.0	72.1995703125	1392.2239	73.68254	69.653404	140000	-5.006790093631253e-09	716.2369384765625	-0.0027896524406969547	-31.0150146484375	0.5781372785568237	0.005902848206460476	0.0442500002682209	79.0	342.64821696281433
35	416.8888888888889	387476.9	843.0	204.0	416.8888888888889	69.208640625	6345.7207	72.788086	63.120575	144000	-9.65595248203499e-09	717.28271484375	-0.0023315330035984516	-68.96820068359375	0.5690419673919678	0.002993783913552761	0.024250000715255737	79.0	352.8639123439789
36	276.5	5100.5	327.0	226.0	276.5	74.89725	2224.8862	76.52062	72.5383	148000	-2.729892756292429e-08	551.3290405273438	-0.002975057577714324	-275.89569091796875	0.5766885280609131	0.0035147133748978376	0.03424999862909317	79.0	363.1997334957123
37	544.2	233748.8	886.0	203.0	544.2	86.09546875	4050.7817	88.75873	83.713036	152000	1.4305114870438729e-09	459.74847412109375	-0.007669632323086262	-1.587646484375	0.5758343935012817	0.002864217385649681	0.02500000037252903	79.0	373.3034710884094
38	402.5	335663.5	757.0	142.0	402.5	87.4548828125	4339.005	90.700356	84.00434	156000	-8.344650526126429e-10	533.0496826171875	-0.002160768024623394	-2.82415771484375	0.5768647193908691	0.0025253102649003267	0.006000000052154064	79.0	383.1835021972656
39	488.5	736330.0	990.0	187.0	488.5	86.6570859375	2914.8452	89.162094	84.75043	160000	5.364418242947977e-09	654.8621826171875	-0.0008179852738976479	-29.38916015625	0.5742676854133606	0.0020644222386181355	0.01924999989569187	79.0	393.46990871429443
40	260.26666666666665	111532.94	410.0	137.0	260.26666666666665	82.730203125	734.191	84.329796	81.24426	164000	9.298324776807476e-09	958.0325927734375	-0.0032048418652266264	-235.9830322265625	0.56635582447052	0.005387122742831707	0.02850000001490116	79.0	403.5716202259064
41	496.8333333333333	142894.83	758.0	249.0	496.8333333333333	70.917078125	45638.25	78.59962	58.200775	168000	-1.567602225804876e-08	714.3038940429688	-0.0030195333529263735	-184.99786376953125	0.5727021098136902	0.0026059753727167845	0.004749999847263098	79.0	413.64011216163635
42	395.2	403575.6	755.0	169.0	395.2	80.7766796875	614.0459	81.99834	79.64255	172000	3.278255444882916e-09	692.1463012695312	-0.0011595904361456633	-16.142578125	0.5789381265640259	0.0008085189037956297	0.005249999929219484	79.0	423.2789180278778
43	301.1666666666667	342089.7	780.0	134.0	301.1666666666667	77.814703125	2727.2156	79.49702	74.45351	176000	4.529952857268427e-09	738.6244506835938	-0.002311822259798646	-23.46026611328125	0.5837670564651489	0.0029525610152632	0.015250000171363354	79.0	432.9567391872406
44	381.1	274514.9	679.0	138.0	381.1	74.449171875	10870.844	79.6159	67.84294	180000	-3.993511299427155e-09	664.0076904296875	-0.00355730764567852	-4.69122314453125	0.5789408683776855	0.005704222247004509	0.023749999701976776	79.0	442.6252541542053
45	619.6666666666666	308914.66	945.0	183.0	619.6666666666666	76.2528359375	1906.4485	77.8011	73.161674	184000	3.8444994743258576e-08	540.3294677734375	-0.003981300164014101	-193.94024658203125	0.5697821974754333	0.0043707056902348995	0.051500000059604645	79.0	452.23633432388306
46	524.8	459466.78	937.0	224.0	524.8	85.54634375	276.34277	86.35118	84.64686	188000	-3.814697446813398e-09	464.2980041503906	-0.0031864463817328215	-3.38311767578125	0.5694213509559631	0.002215183340013027	0.02225000038743019	79.0	461.92123222351074
47	808.5	684.5	827.0	790.0	808.5	87.05184375	175.78253	87.71651	86.372894	192000	2.3722648734292306e-08	267.1620788574219	-0.00394782517105341	-42.14768981933594	0.5769255757331848	0.0045595234259963036	0.05575000122189522	79.0	471.7145414352417
48	465.0	0.0	465.0	465.0	465.0	91.620625	434.1981	92.58333	90.80401	196000	1.6212464259979242e-08	142.0630645751953	-0.0050255670212209225	-23.214263916015625	0.5709859132766724	0.0028998274356126785	0.021250000223517418	79.0	481.43980956077576
49	756.0	0.0	756.0	756.0	756.0	94.9165625	780.9714	96.002686	93.60413	200000	8.344650526126429e-10	120.34014129638672	-0.004327945876866579	-4.060188293457031	0.5755736231803894	0.004438976291567087	0.035999998450279236	79.0	491.3858184814453
