Epoch	AverageEpisode_Reward	StdEpisode_Reward	MaxEpisode_Reward	MinEpisode_Reward	Episode_Length	AverageValue_Estimate	StdValue_Estimate	MaxValue_Estimate	MinValue_Estimate	Total_Interaction	Loss_Policy	Loss_Value	Delta_Loss_Policy	Delta_Loss_Value	Entropy	KL_Divergence	Clip_Fraction	Early_Stop_Iter	Time
12	-257.90435791015625	26835.045	-116.333305	-312.69873	1000.0	-20.647427734375	38311.547	-12.744429	-28.50555	52000	7.033348126128658e-09	204.28346252441406	-0.012633899226784706	-21.388748168945312	0.8419964909553528	0.014596881344914436	0.18400000035762787	9.0	128.66936540603638
13	-214.29696655273438	2374.93	-187.0913	-249.34305	1000.0	-25.9428046875	41028.438	-16.617659	-30.437971	56000	5.2452087118126656e-09	154.07638549804688	-0.01288541965186596	-17.299423217773438	0.8405332565307617	0.014529907144606113	0.20749999582767487	9.0	139.335209608078
14	-176.97352600097656	6100.0835	-110.6904	-211.48674	1000.0	-22.500119140625	19481.094	-15.585973	-26.86181	60000	6.973743360561002e-09	211.8524932861328	-0.012534740380942822	-16.382186889648438	0.8396125435829163	0.014786003157496452	0.18799999356269836	9.0	150.30312991142273
15	-199.9725341796875	9563.373	-122.802536	-243.8174	1000.0	-19.1732890625	9763.582	-13.256241	-23.999722	64000	-1.0848045128852846e-08	127.3388900756836	-0.043301865458488464	-3.0228424072265625	0.837408185005188	0.014807134866714478	0.20274999737739563	37.0	161.15111470222473
16	-239.28001403808594	1840.0269	-215.28885	-271.21268	1000.0	-20.581732421875	7518.9927	-15.126361	-23.990797	68000	-1.1801719601578498e-08	130.8820037841797	-0.03751196712255478	-15.28680419921875	0.8247605562210083	0.014838315546512604	0.1822499930858612	32.0	171.8458752632141
17	-151.29100036621094	31303.809	-5.429146	-231.21077	1000.0	-24.03804296875	10513.243	-17.842299	-26.604746	72000	7.301569127093899e-09	304.952392578125	-0.01420597080141306	-61.32598876953125	0.817471981048584	0.014841079711914062	0.19349999725818634	10.0	182.54811906814575
18	-181.05516052246094	7656.4355	-128.28427	-229.27899	1000.0	-16.477556640625	8994.34	-10.319491	-22.03003	76000	-4.172325152040912e-09	192.83872985839844	-0.014370578341186047	-13.72100830078125	0.8139935731887817	0.01211977656930685	0.17949999868869781	7.0	193.09490203857422
19	-179.64089965820312	4000.1348	-141.10144	-226.8844	1000.0	-19.847828125	3222.923	-13.823002	-22.35608	80000	1.2099742541238356e-08	96.81779479980469	-0.011156132444739342	-0.32967376708984375	0.8112712502479553	0.014357009902596474	0.16175000369548798	8.0	203.71960544586182
20	-192.17730712890625	30020.605	-104.43706	-281.46698	1000.0	-19.554740234375	2025.7281	-15.981375	-22.68995	84000	-3.725290298461914e-09	193.68038940429688	-0.01467202603816986	-1.6427459716796875	0.8089857697486877	0.014920715242624283	0.22050000727176666	9.0	214.81821727752686
21	-168.409423828125	23717.52	-41.181858	-248.53317	1000.0	-20.570056640625	3465.8418	-15.874927	-22.7985	88000	-3.6954879156780862e-09	219.12046813964844	-0.011770983226597309	-6.332916259765625	0.8070684671401978	0.014891933649778366	0.20350000262260437	10.0	224.39243602752686
22	-136.5084991455078	28854.719	-37.911144	-242.46118	1000.0	-18.24266796875	2678.2715	-14.646792	-21.26385	92000	1.2993812248396353e-08	313.9723815917969	-0.038852885365486145	-10.188323974609375	0.8060327172279358	0.014517208561301231	0.19449999928474426	28.0	233.69524669647217
23	-167.0167236328125	4435.589	-121.15916	-200.28911	1000.0	-15.27544140625	3561.2412	-11.0698	-19.482674	96000	8.583068478174027e-09	142.68533325195312	-0.012765852734446526	-6.0666656494140625	0.7989647388458252	0.013378909789025784	0.11949999630451202	9.0	242.9355890750885
24	-86.97904968261719	24131.506	37.81601	-174.73543	1000.0	-17.4758515625	2594.1694	-13.640041	-19.944868	100000	3.039836826701503e-08	279.1485290527344	-0.011850002221763134	-37.535186767578125	0.7968634366989136	0.01481652818620205	0.15825000405311584	8.0	252.65960359573364
25	-66.60981750488281	46999.39	70.84399	-202.97794	1000.0	-11.60198046875	6761.787	-7.140089	-17.524021	104000	-3.933906533859499e-09	344.2586364746094	-0.013784223236143589	-8.88232421875	0.7946048974990845	0.01472125668078661	0.19449999928474426	10.0	262.10030221939087
26	-108.42745971679688	33737.38	40.92203	-209.82121	1000.0	-8.892990234375	9044.179	-3.604706	-16.733202	108000	-4.589557622836082e-09	256.19915771484375	-0.012211537919938564	-9.501739501953125	0.7909449934959412	0.01313487533479929	0.17800000309944153	9.0	271.69277238845825
27	-124.3078384399414	12388.676	-34.194126	-183.09346	1000.0	-11.791041015625	4662.711	-7.257171	-17.017601	112000	-1.19209286886246e-09	153.41331481933594	-0.01286804024130106	-3.2155303955078125	0.7878713607788086	0.014975222758948803	0.19499999284744263	9.0	281.1755359172821
28	-92.16277313232422	11223.068	-28.362202	-175.57855	1000.0	-13.381462890625	4096.3037	-8.800313	-17.253336	116000	-2.4199485082476713e-08	194.68414306640625	-0.011602863669395447	-11.67730712890625	0.7856534719467163	0.013492952100932598	0.1432500034570694	9.0	290.8835771083832
29	-122.45864868164062	12531.209	-41.420177	-181.76485	1000.0	-10.044755859375	4513.785	-6.873049	-15.971654	120000	7.1525572131747595e-09	203.24021911621094	-0.03441690281033516	-6.7934722900390625	0.7836065888404846	0.014926307834684849	0.15275000035762787	30.0	300.71546483039856
30	-48.48041915893555	46626.52	131.81317	-152.57008	1000.0	-12.474236328125	3938.8926	-7.9800353	-16.901947	124000	2.354383532576776e-08	362.62127685546875	-0.04887999966740608	-38.699798583984375	0.781599223613739	0.014941807836294174	0.2212499976158142	62.0	310.5986821651459
31	-92.0325927734375	9817.347	-6.608301	-128.10217	1000.0	-6.30927197265625	7458.584	-2.0697165	-14.687213	128000	5.9604643443123e-10	219.08168029785156	-0.04111476615071297	-14.06024169921875	0.7768089175224304	0.014642387628555298	0.1977500021457672	33.0	320.31269216537476
32	-64.31635284423828	18223.656	50.98652	-119.99768	1000.0	-9.754869140625	4409.138	-5.7598686	-15.160918	132000	9.894370656127194e-09	247.96890258789062	-0.032913271337747574	-9.744674682617188	0.7689955830574036	0.01482437364757061	0.16374999284744263	27.0	329.7653670310974
33	-127.70866394042969	33064.316	21.05523	-210.31195	1000.0	-6.7208779296875	4235.016	-3.2288296	-13.607989	136000	5.4836273299940785e-09	268.9068908691406	-0.04484906420111656	-39.38273620605469	0.7597459554672241	0.014663401059806347	0.20000000298023224	42.0	340.6019024848938
34	-71.02803802490234	9220.596	9.031352	-116.953156	1000.0	-12.190908203125	8033.6514	-6.8590455	-15.97877	140000	-1.2159347306806012e-08	218.1275634765625	-0.056952740997076035	-24.14019775390625	0.7543326616287231	0.014892018400132656	0.28125	72.0	351.3424289226532
35	5.021693229675293	8642.071	84.13203	-32.286137	1000.0	-7.6449423828125	5417.7217	-3.6959615	-14.043959	144000	2.1100044378385974e-08	411.4591369628906	-0.03655385226011276	-24.864013671875	0.7409033179283142	0.014781842939555645	0.17624999582767487	30.0	362.0173373222351
36	-105.74339294433594	30213.285	27.493643	-205.46935	1000.0	-2.754810546875	9637.637	2.8373284	-12.389791	148000	1.0728836485895954e-08	364.5079040527344	-0.04610688239336014	-57.45513916015625	0.7374716997146606	0.014903918839991093	0.22300000488758087	40.0	372.673455953598
37	-18.34945297241211	21376.71	51.62016	-120.46762	1000.0	-9.878732421875	7111.7925	-5.188289	-14.151294	152000	-1.1920929521291868e-10	285.6324768066406	-0.034343618899583817	-39.333343505859375	0.7320812344551086	0.014532230794429779	0.1550000011920929	25.0	382.77229380607605
38	-75.1793212890625	39971.344	73.69273	-192.92982	1000.0	-4.19043798828125	5829.425	-0.9341911	-12.125978	156000	-9.95397542169485e-09	298.88262939453125	-0.0141422338783741	-13.3133544921875	0.7264811396598816	0.014991840347647667	0.16300000250339508	9.0	392.48049879074097
39	29.11333465576172	14029.528	113.313095	-45.32455	1000.0	-7.2987412109375	3537.1536	-4.259057	-13.07156	160000	-2.771616003371946e-08	378.8482360839844	-0.04535152018070221	-60.45831298828125	0.7244898080825806	0.014744041487574577	0.21150000393390656	43.0	404.02965927124023
40	-54.38927459716797	13940.3545	32.497204	-133.1789	1000.0	-0.4970111083984375	8121.953	3.256825	-9.78349	164000	-1.3113021779531664e-09	193.9547576904297	-0.044865913689136505	-26.775634765625	0.7197933197021484	0.014709776267409325	0.2175000011920929	44.0	414.13881158828735
41	32.453529357910156	84128.414	277.9786	-98.97438	1000.0	-4.7457587890625	5570.966	0.1423896	-10.91175	168000	-1.0251999249533128e-08	384.3292541503906	-0.013124766759574413	-26.857452392578125	0.7103931307792664	0.014333059079945087	0.15674999356269836	8.0	424.7432556152344
42	-35.91274642944336	19544.629	76.73326	-104.52145	1000.0	-0.87314013671875	5803.966	2.8076062	-9.192336	172000	-1.287460360543946e-08	207.85122680664062	-0.043641868978738785	-9.463119506835938	0.7093955874443054	0.014946771785616875	0.1992499977350235	43.0	434.91401743888855
43	-17.106998443603516	15264.442	88.06255	-65.59123	1000.0	-3.13438330078125	3204.7983	0.26276094	-10.193395	176000	-1.2993812248396353e-08	215.83505249023438	-0.053352341055870056	-0.150146484375	0.7027285099029541	0.0149044468998909	0.27300000190734863	65.0	444.7693703174591
44	-49.07982635498047	5504.5913	9.997272	-89.366585	1000.0	-3.116162109375	2902.9531	0.2606004	-9.88735	180000	1.19209286886246e-09	225.93511962890625	-0.012056308798491955	-2.7876739501953125	0.6960102319717407	0.011948846280574799	0.10199999809265137	7.0	454.0096392631531
45	29.48230743408203	40822.36	183.93405	-71.071365	1000.0	-4.43439404296875	2903.226	-1.3105524	-10.39157	184000	5.125999624766564e-09	246.4342041015625	-0.025960911065340042	-22.075363159179688	0.695706844329834	0.014684446156024933	0.11800000071525574	19.0	463.58956956863403
46	-2.975661039352417	554.6175	7.410424	-22.594173	1000.0	-0.74208349609375	5468.4355	2.7157202	-8.693494	188000	-2.1219253909521285e-08	247.4890899658203	-0.012805793434381485	-2.8743896484375	0.6908535957336426	0.013296099379658699	0.1404999941587448	8.0	472.9701533317566
47	-60.4376220703125	17118.666	27.885485	-156.79834	1000.0	-1.8123770751953125	1963.9073	1.1935706	-9.149083	192000	2.145767119543507e-09	132.2532501220703	-0.014665444381535053	-28.54657745361328	0.6886953711509705	0.014719158411026001	0.17225000262260437	9.0	483.3118019104004
48	7.96490478515625	1023.86633	23.671066	-18.53577	1000.0	-6.5120283203125	5898.005	-2.0325055	-10.747651	196000	-1.9431114495205293e-08	132.57005310058594	-0.03926389664411545	-19.16888427734375	0.6869351267814636	0.014797935262322426	0.18700000643730164	33.0	492.7230439186096
49	2.186527729034424	8854.886	68.84445	-55.15311	1000.0	-2.7843837890625	2570.526	0.22556841	-9.120334	200000	6.556510889765832e-10	243.88763427734375	-0.013655108399689198	-4.81201171875	0.679318368434906	0.014355840161442757	0.14374999701976776	8.0	502.15926003456116
